date,city,month,day_of_week,season,disruption_type,severity,duration_hours,rainfall_mm,temperature_c,aqi,wind_speed_ms,riders_affected,total_payout_inr,actual_value,threshold,has_disruption
2025-11-25,Delhi,11,1,winter,SocialDisruption,Extreme,4.2,1.0,24.6,384.0,2.5,11,17886,14.14,4.0,1
2025-02-02,Ahmedabad,2,6,winter,HeavyRain,Severe,9.2,103.7,24.1,118.0,2.5,10,7460,103.66,64.0,1
2023-10-05,Mumbai,10,3,summer,Flooding,Moderate,2.0,8.4,31.6,79.0,0.9,8,6680,8.44,6.0,1
2023-05-31,Pune,5,2,summer,HeavyRain,Moderate,12.5,76.9,28.3,78.0,0.2,7,11795,76.87,64.0,1
2025-03-13,Hyderabad,3,3,summer,ExtremeHeat,Moderate,6.2,26.8,46.0,129.0,3.1,15,21075,45.98,48.0,1
2023-06-20,Chennai,6,1,monsoon,HeavyRain,Moderate,10.5,49.9,30.1,84.0,6.4,14,23800,49.89,64.0,1
2025-02-03,Mumbai,2,0,winter,HeavyRain,Severe,7.1,129.8,23.3,141.0,3.8,9,5517,129.82,64.0,1
2025-07-28,Delhi,7,0,monsoon,SocialDisruption,Moderate,7.0,52.8,31.0,49.0,5.9,18,15624,4.0,4.0,1
2023-03-18,Bangalore,3,5,summer,ExtremeHeat,Moderate,10.0,59.4,44.9,36.0,0.3,14,20482,44.89,48.0,1
2023-10-17,Kolkata,10,1,summer,Flooding,Severe,14.5,9.9,38.5,120.0,6.7,13,18512,9.88,6.0,1
2023-10-02,Kolkata,10,0,summer,ExtremeHeat,Severe,4.9,31.5,46.6,100.0,4.0,10,10900,46.57,48.0,1
2023-08-12,Mumbai,8,5,monsoon,Flooding,Moderate,13.3,9.0,28.0,47.0,4.8,14,12110,8.99,6.0,1
2024-07-19,Hyderabad,7,4,monsoon,Flooding,Moderate,5.6,6.7,25.8,58.0,3.6,14,14084,6.7,6.0,1
2025-07-13,Mumbai,7,6,monsoon,HeavyRain,Severe,7.3,94.0,24.4,59.0,4.3,14,24808,94.01,64.0,1
2025-05-18,Mumbai,5,6,summer,SocialDisruption,Extreme,3.2,18.5,29.3,116.0,5.2,16,15248,13.81,4.0,1
2023-10-03,Chennai,10,1,summer,SevereAQI,Severe,4.0,63.5,38.3,476.0,1.4,9,10251,476.09,400.0,1
2023-04-01,Chennai,4,5,summer,Flooding,Severe,2.0,10.6,41.5,121.0,5.2,16,16480,10.55,6.0,1
2025-04-25,Chennai,4,4,summer,ExtremeHeat,Moderate,4.0,50.3,44.9,86.0,2.3,10,15410,44.89,48.0,1
2024-08-09,Mumbai,8,4,monsoon,ExtremeHeat,Moderate,7.0,535.0,45.8,86.0,4.2,17,23426,45.83,48.0,1
2024-07-16,Chennai,7,1,monsoon,ExtremeHeat,Moderate,10.5,42.5,46.1,71.0,3.4,10,12930,46.13,48.0,1
2025-09-30,Delhi,9,1,monsoon,HeavyRain,Severe,8.0,116.9,34.1,96.0,4.3,11,11528,116.91,64.0,1
2024-11-11,Bangalore,11,0,winter,SevereAQI,Moderate,4.0,40.5,18.8,400.0,2.3,18,31284,400.0,400.0,1
2023-06-29,Delhi,6,3,monsoon,HeavyRain,Moderate,10.3,46.6,29.5,116.0,1.3,7,6524,46.57,64.0,1
2023-05-26,Bangalore,5,4,summer,HeavyRain,Severe,14.2,126.4,25.3,99.0,1.8,9,7506,126.35,64.0,1
2025-01-05,Bangalore,1,6,winter,SocialDisruption,Extreme,4.0,7.8,26.1,67.0,6.3,12,12336,13.05,4.0,1
2025-01-22,Delhi,1,2,winter,SocialDisruption,Moderate,3.5,17.9,17.8,466.0,4.8,13,15340,5.98,4.0,1
2024-06-02,Pune,6,6,monsoon,HeavyRain,Moderate,9.2,39.3,26.8,76.0,5.6,12,20628,39.27,64.0,1
2025-03-27,Mumbai,3,3,summer,SocialDisruption,Severe,4.4,10.8,33.9,74.0,2.6,11,16203,11.32,4.0,1
2025-04-07,Mumbai,4,0,summer,HeavyRain,Moderate,9.7,64.3,33.3,30.0,2.3,15,15180,64.28,64.0,1
2025-04-05,Kolkata,4,5,summer,ExtremeHeat,Extreme,7.5,32.0,50.1,106.0,5.5,16,21168,50.14,48.0,1
2025-05-27,Jaipur,5,1,summer,HeavyRain,Severe,11.1,123.9,46.7,181.0,7.9,8,10872,123.87,64.0,1
2023-01-26,Jaipur,1,3,winter,HeavyRain,Moderate,9.6,81.6,15.7,214.0,6.6,15,14385,81.62,64.0,1
2025-04-01,Kolkata,4,1,summer,HeavyRain,Extreme,8.0,157.7,35.6,132.0,1.7,15,17850,157.66,64.0,1
2025-08-13,Hyderabad,8,2,monsoon,HeavyRain,Moderate,7.2,81.1,29.0,76.0,4.7,18,24534,81.14,64.0,1
2025-10-20,Mumbai,10,0,summer,SevereAQI,Severe,9.2,15.2,32.9,505.0,6.4,10,10680,505.04,400.0,1
2024-06-23,Bangalore,6,6,monsoon,HeavyRain,Moderate,12.0,30.0,24.3,51.0,4.4,18,20340,30.0,64.0,1
2023-02-05,Mumbai,2,6,winter,SocialDisruption,Moderate,6.6,3.8,20.2,149.0,8.2,14,12348,9.32,4.0,1
2023-12-14,Pune,12,3,winter,HeavyRain,Moderate,2.2,45.0,20.9,76.0,3.3,10,15980,45.04,64.0,1
2024-01-29,Hyderabad,1,0,winter,SocialDisruption,Moderate,10.9,9.6,15.5,201.0,2.8,11,14663,8.95,4.0,1
2024-08-11,Mumbai,8,6,monsoon,HeavyRain,Moderate,2.0,89.6,27.6,59.0,5.2,12,18144,89.59,64.0,1
2024-04-28,Mumbai,4,6,summer,SocialDisruption,Moderate,7.3,13.4,34.3,117.0,3.2,5,4790,6.67,4.0,1
2023-02-23,Mumbai,2,3,winter,SocialDisruption,Moderate,7.2,0.0,27.7,204.0,5.2,7,12341,9.02,4.0,1
2024-02-21,Chennai,2,2,winter,HeavyRain,Moderate,11.1,57.1,26.7,115.0,4.9,20,20760,57.09,64.0,1
2024-01-21,Bangalore,1,6,winter,HeavyRain,Moderate,7.1,75.1,16.0,116.0,5.7,9,7308,75.12,64.0,1
2023-06-21,Mumbai,6,2,monsoon,HeavyRain,Severe,2.3,111.8,29.0,50.0,4.9,20,17660,111.79,64.0,1
2025-12-06,Hyderabad,12,5,winter,HeavyRain,Moderate,7.8,38.1,19.0,141.0,3.8,13,15405,38.08,64.0,1
2024-01-23,Hyderabad,1,1,winter,SocialDisruption,Moderate,2.0,0.0,17.0,98.0,3.2,5,6325,8.19,4.0,1
2023-12-02,Delhi,12,5,winter,SocialDisruption,Severe,7.2,5.9,10.8,306.0,0.3,18,25848,11.85,4.0,1
2024-03-21,Pune,3,3,summer,HeavyRain,Moderate,8.4,30.0,36.3,118.0,2.8,8,6792,30.0,64.0,1
2024-11-18,Hyderabad,11,0,winter,SevereAQI,Moderate,4.3,13.5,23.9,400.0,5.3,16,28336,400.0,400.0,1
2025-09-18,Ahmedabad,9,3,monsoon,HeavyRain,Extreme,7.2,145.9,29.0,64.0,2.4,11,19063,145.92,64.0,1
2025-01-12,Chennai,1,6,winter,Flooding,Moderate,4.4,7.2,24.8,128.0,4.7,16,25152,7.21,6.0,1
2025-03-03,Bangalore,3,0,summer,HeavyRain,Severe,2.0,92.4,31.7,70.0,4.2,14,18494,92.36,64.0,1
2023-12-27,Chennai,12,2,winter,HeavyRain,Moderate,9.0,89.8,28.3,120.0,4.9,17,28985,89.82,64.0,1
2023-04-13,Mumbai,4,3,summer,SocialDisruption,Moderate,5.5,0.0,32.4,71.0,0.6,10,13220,7.08,4.0,1
2024-11-15,Bangalore,11,4,winter,SocialDisruption,Severe,4.8,62.7,16.4,103.0,2.1,10,10090,11.8,4.0,1
2023-03-29,Jaipur,3,2,summer,SevereAQI,Severe,7.5,0.0,43.8,495.0,3.3,8,10768,494.53,400.0,1
2024-02-07,Delhi,2,2,winter,SevereAQI,Extreme,12.3,0.0,20.0,602.0,7.1,12,11688,601.62,400.0,1
2024-08-16,Kolkata,8,4,monsoon,SevereAQI,Severe,4.5,374.4,30.3,480.0,2.0,11,19305,479.64,400.0,1
2025-03-04,Pune,3,1,summer,SocialDisruption,Moderate,8.0,3.0,28.7,128.0,2.3,10,11650,7.3,4.0,1
2023-03-10,Ahmedabad,3,4,summer,HeavyRain,Severe,8.5,100.7,43.1,143.0,4.5,13,13377,100.74,64.0,1
2025-05-14,Chennai,5,2,summer,HeavyRain,Moderate,10.2,74.2,34.4,91.0,2.1,13,13286,74.16,64.0,1
2023-07-10,Bangalore,7,0,monsoon,SocialDisruption,Severe,5.3,133.9,22.5,49.0,3.8,13,9282,10.49,4.0,1
2023-08-16,Mumbai,8,2,monsoon,Flooding,Severe,11.3,11.6,25.1,32.0,2.7,13,14222,11.6,6.0,1
2025-04-06,Delhi,4,6,summer,ExtremeHeat,Moderate,2.5,15.3,45.3,218.0,3.6,11,8437,45.34,48.0,1
2025-03-15,Chennai,3,5,summer,HeavyRain,Severe,8.1,97.4,39.8,96.0,4.3,14,23716,97.38,64.0,1
2025-02-04,Chennai,2,1,winter,Flooding,Severe,5.7,11.8,27.4,80.0,5.8,16,22912,11.84,6.0,1
2023-03-12,Mumbai,3,6,summer,SocialDisruption,Moderate,5.2,14.9,34.4,81.0,5.5,15,11745,4.86,4.0,1
2023-04-16,Ahmedabad,4,6,summer,SevereAQI,Moderate,2.0,7.4,39.9,412.0,6.3,12,18084,411.91,400.0,1
2023-09-11,Bangalore,9,0,monsoon,Flooding,Moderate,8.9,6.0,24.3,56.0,3.1,14,8428,6.0,6.0,1
2025-01-02,Delhi,1,3,winter,Flooding,Moderate,7.1,6.2,10.0,378.0,4.5,11,15334,6.23,6.0,1
2024-07-27,Mumbai,7,5,monsoon,Flooding,Moderate,14.3,8.0,31.0,73.0,6.0,13,10569,8.02,6.0,1
2024-06-26,Bangalore,6,2,monsoon,SevereAQI,Moderate,2.0,258.1,22.1,400.0,6.1,15,11415,400.0,400.0,1
2024-07-11,Kolkata,7,3,monsoon,HeavyRain,Moderate,12.4,75.0,30.8,102.0,3.1,15,26175,75.02,64.0,1
2024-02-23,Mumbai,2,4,winter,ExtremeHeat,Moderate,4.7,11.6,45.8,118.0,6.1,6,7698,45.84,48.0,1
2025-08-04,Delhi,8,0,monsoon,Flooding,Severe,10.0,10.1,29.7,88.0,4.7,13,11570,10.12,6.0,1
2023-05-24,Hyderabad,5,2,summer,SevereAQI,Moderate,3.7,22.5,36.6,400.0,4.7,9,15516,400.0,400.0,1
2025-09-08,Bangalore,9,0,monsoon,SocialDisruption,Severe,10.1,146.0,26.9,50.0,5.6,9,7848,11.55,4.0,1
2024-11-15,Bangalore,11,4,winter,SocialDisruption,Moderate,10.8,42.0,20.1,83.0,3.4,10,12330,9.14,4.0,1
2025-04-25,Bangalore,4,4,summer,SocialDisruption,Extreme,9.5,24.4,28.7,68.0,3.0,11,16038,14.79,4.0,1
2024-04-08,Mumbai,4,0,summer,ExtremeHeat,Moderate,11.4,18.0,44.8,67.0,3.7,12,14904,44.83,48.0,1
2025-04-14,Bangalore,4,0,summer,SocialDisruption,Moderate,13.6,76.3,28.0,82.0,4.9,12,9288,8.88,4.0,1
2023-10-15,Delhi,10,6,summer,SocialDisruption,Moderate,7.0,31.0,36.3,240.0,7.5,12,13992,6.84,4.0,1
2023-11-01,Ahmedabad,11,2,winter,SevereAQI,Extreme,10.2,4.5,24.4,525.0,4.0,9,11394,525.47,400.0,1
2023-06-23,Mumbai,6,4,monsoon,Flooding,Severe,5.8,10.2,29.0,65.0,4.9,11,12276,10.23,6.0,1
2023-01-12,Mumbai,1,3,winter,SevereAQI,Severe,2.3,1.9,24.3,470.0,4.1,14,15036,470.12,400.0,1
2025-03-14,Pune,3,4,summer,SocialDisruption,Severe,9.4,8.0,30.2,63.0,3.7,11,12650,12.13,4.0,1
2023-05-11,Hyderabad,5,3,summer,ExtremeHeat,Extreme,9.2,7.5,51.2,100.0,1.7,19,23940,51.16,48.0,1
2025-03-18,Mumbai,3,1,summer,ExtremeHeat,Severe,7.2,8.6,47.2,85.0,6.7,14,22358,47.15,48.0,1
2023-07-19,Bangalore,7,2,monsoon,SocialDisruption,Severe,13.0,248.7,26.3,51.0,1.6,6,5274,11.96,4.0,1
2025-04-18,Delhi,4,4,summer,ExtremeHeat,Extreme,8.1,18.5,50.0,203.0,0.9,11,8679,50.05,48.0,1
2024-12-10,Ahmedabad,12,1,winter,SocialDisruption,Moderate,6.5,2.1,19.0,132.0,6.3,6,8658,4.0,4.0,1
2024-02-23,Mumbai,2,4,winter,SocialDisruption,Moderate,9.1,11.9,24.9,175.0,4.0,12,10344,4.0,4.0,1
2024-06-15,Kolkata,6,5,monsoon,Flooding,Moderate,5.8,6.0,30.7,106.0,2.0,17,19057,6.0,6.0,1
2023-05-17,Kolkata,5,2,summer,ExtremeHeat,Moderate,9.0,14.2,46.3,115.0,2.1,12,13488,46.34,48.0,1
2024-05-19,Delhi,5,6,summer,HeavyRain,Severe,2.5,119.2,44.4,186.0,5.6,17,22576,119.17,64.0,1
2025-09-04,Delhi,9,3,monsoon,HeavyRain,Moderate,7.5,60.0,33.3,82.0,3.7,11,9295,60.04,64.0,1
2023-05-20,Mumbai,5,5,summer,Flooding,Moderate,6.9,9.3,30.2,95.0,1.1,14,14560,9.29,6.0,1
2024-11-21,Hyderabad,11,3,winter,SevereAQI,Moderate,9.2,2.5,19.9,418.0,2.2,13,15912,417.71,400.0,1
2023-11-30,Hyderabad,11,3,winter,SevereAQI,Moderate,5.2,9.6,26.4,444.0,4.2,13,21710,443.58,400.0,1
2023-02-10,Delhi,2,4,winter,SocialDisruption,Severe,2.4,15.7,19.9,438.0,2.9,12,18576,9.53,4.0,1
2024-06-24,Bangalore,6,0,monsoon,SocialDisruption,Moderate,6.4,152.6,25.2,44.0,4.2,14,10150,6.38,4.0,1
2023-10-30,Mumbai,10,0,summer,SocialDisruption,Moderate,12.1,8.6,36.7,82.0,4.2,7,6314,4.0,4.0,1
2023-02-23,Lucknow,2,3,winter,ExtremeHeat,Moderate,6.2,32.6,44.9,253.0,7.1,12,15648,44.92,48.0,1
2024-11-24,Chennai,11,6,winter,HeavyRain,Moderate,6.4,48.6,27.3,100.0,5.4,13,22282,48.59,64.0,1
2023-01-13,Delhi,1,4,winter,SocialDisruption,Extreme,3.9,10.2,27.4,216.0,0.3,12,17280,16.04,4.0,1
2024-01-08,Chennai,1,0,winter,ExtremeHeat,Moderate,9.1,233.4,43.8,125.0,7.3,14,18690,43.84,48.0,1
2024-04-03,Chennai,4,2,summer,SevereAQI,Extreme,3.7,44.7,39.4,541.0,2.4,8,12040,540.66,400.0,1
2023-04-04,Chennai,4,1,summer,Flooding,Moderate,2.6,6.9,36.2,132.0,4.5,9,8577,6.87,6.0,1
2024-03-18,Mumbai,3,0,summer,SocialDisruption,Moderate,7.5,0.0,33.2,55.0,5.3,11,15884,8.19,4.0,1
2023-10-08,Kolkata,10,6,summer,SevereAQI,Moderate,8.4,71.3,31.3,404.0,6.5,6,7734,403.88,400.0,1
2025-02-15,Chennai,2,5,winter,HeavyRain,Extreme,5.6,142.3,24.6,76.0,1.1,15,23010,142.28,64.0,1
2024-10-27,Hyderabad,10,6,summer,ExtremeHeat,Severe,6.9,13.1,48.5,74.0,7.1,10,10790,48.47,48.0,1
2024-07-26,Delhi,7,4,monsoon,SevereAQI,Moderate,6.6,137.0,30.8,447.0,7.0,11,7623,447.27,400.0,1
2025-05-30,Chennai,5,4,summer,HeavyRain,Moderate,8.0,75.9,39.2,140.0,0.9,11,14300,75.93,64.0,1
2025-11-15,Mumbai,11,5,winter,SevereAQI,Moderate,6.5,6.7,26.7,400.0,6.9,16,10064,400.0,400.0,1
2025-12-13,Chennai,12,5,winter,Flooding,Severe,3.9,10.0,27.3,107.0,3.7,16,20064,9.99,6.0,1
2024-04-06,Mumbai,4,5,summer,ExtremeHeat,Moderate,7.7,24.2,43.5,113.0,3.0,17,18632,43.54,48.0,1
2024-07-19,Chennai,7,4,monsoon,HeavyRain,Extreme,10.9,131.7,25.1,70.0,4.4,17,30498,131.7,64.0,1
2025-07-13,Kolkata,7,6,monsoon,Flooding,Severe,6.9,12.7,31.9,62.0,7.1,11,18359,12.72,6.0,1
2024-09-29,Chennai,9,6,monsoon,HeavyRain,Moderate,3.3,67.8,30.6,59.0,1.2,9,9999,67.81,64.0,1
2025-06-23,Pune,6,0,monsoon,SocialDisruption,Moderate,4.1,323.6,27.4,68.0,6.2,17,26809,8.47,4.0,1
2025-06-19,Mumbai,6,3,monsoon,Flooding,Moderate,10.9,6.0,31.8,52.0,5.5,7,9170,6.0,6.0,1
2023-04-20,Bangalore,4,3,summer,HeavyRain,Severe,12.2,121.7,29.4,47.0,7.0,7,4543,121.73,64.0,1
2024-11-08,Kolkata,11,4,winter,SevereAQI,Severe,5.1,21.1,15.6,495.0,1.0,9,12582,495.36,400.0,1
2025-03-04,Ahmedabad,3,1,summer,ExtremeHeat,Moderate,6.1,6.7,46.4,200.0,4.8,11,16588,46.44,48.0,1
2025-09-23,Mumbai,9,1,monsoon,HeavyRain,Severe,2.0,93.1,27.2,60.0,4.0,11,17039,93.15,64.0,1
2025-08-17,Hyderabad,8,6,monsoon,HeavyRain,Severe,8.1,106.9,29.1,108.0,2.3,18,20844,106.88,64.0,1
2023-06-05,Bangalore,6,0,monsoon,Flooding,Severe,2.0,9.7,21.4,52.0,4.7,15,21540,9.7,6.0,1
2025-05-06,Mumbai,5,1,summer,HeavyRain,Moderate,5.6,72.5,37.1,54.0,5.3,14,21938,72.47,64.0,1
2025-06-16,Chennai,6,0,monsoon,SevereAQI,Moderate,7.4,57.3,32.0,436.0,4.9,14,24290,436.22,400.0,1
2025-05-29,Ahmedabad,5,3,summer,HeavyRain,Moderate,4.6,49.5,44.5,151.0,6.7,15,22905,49.48,64.0,1
2023-09-02,Delhi,9,5,monsoon,Flooding,Severe,9.9,12.1,29.2,114.0,5.7,14,19026,12.12,6.0,1
2023-10-03,Bangalore,10,1,summer,SevereAQI,Moderate,11.6,23.4,25.8,416.0,2.3,8,13200,415.6,400.0,1
2023-06-17,Bangalore,6,5,monsoon,HeavyRain,Severe,2.0,96.3,28.5,58.0,4.7,11,14410,96.29,64.0,1
2023-03-29,Mumbai,3,2,summer,Flooding,Extreme,2.0,14.7,33.6,80.0,0.2,11,11495,14.7,6.0,1
2025-04-13,Hyderabad,4,6,summer,Flooding,Severe,6.4,11.8,39.0,76.0,4.9,14,15918,11.81,6.0,1
2023-07-11,Pune,7,1,monsoon,HeavyRain,Severe,6.1,121.7,26.9,53.0,4.2,14,10234,121.71,64.0,1
2024-05-26,Bangalore,5,6,summer,SocialDisruption,Moderate,7.0,87.0,25.9,90.0,3.3,10,16660,5.64,4.0,1
2024-03-07,Delhi,3,3,summer,SocialDisruption,Severe,7.8,23.2,33.7,136.0,6.6,17,24531,12.01,4.0,1
2023-10-20,Hyderabad,10,4,summer,HeavyRain,Severe,5.2,98.4,39.1,136.0,5.1,10,7030,98.39,64.0,1
2023-03-14,Kolkata,3,1,summer,SocialDisruption,Moderate,9.3,47.6,35.4,100.0,6.0,10,7320,6.34,4.0,1
2023-06-29,Delhi,6,3,monsoon,SevereAQI,Extreme,4.9,37.5,33.5,512.0,3.7,10,11150,511.97,400.0,1
2024-10-26,Bangalore,10,5,summer,HeavyRain,Moderate,6.8,60.9,28.3,96.0,2.8,15,16260,60.94,64.0,1
2023-12-14,Bangalore,12,3,winter,ExtremeHeat,Severe,9.8,23.1,47.9,113.0,1.2,14,17962,47.92,48.0,1
2024-06-22,Mumbai,6,5,monsoon,HeavyRain,Severe,7.5,112.1,30.6,54.0,2.3,9,8685,112.05,64.0,1
2025-08-25,Kolkata,8,0,monsoon,Flooding,Moderate,7.3,7.1,32.0,68.0,3.9,12,19320,7.14,6.0,1
2024-01-10,Jaipur,1,2,winter,SevereAQI,Moderate,7.8,5.3,19.1,400.0,4.5,11,14630,400.0,400.0,1
2025-09-20,Delhi,9,5,monsoon,ExtremeHeat,Moderate,6.7,104.1,45.8,89.0,0.0,10,8590,45.77,48.0,1
2024-02-23,Mumbai,2,4,winter,SocialDisruption,Moderate,3.5,11.4,22.7,122.0,5.4,17,21267,5.92,4.0,1
2023-01-11,Pune,1,2,winter,SocialDisruption,Moderate,8.1,13.3,21.5,86.0,3.2,8,10632,6.63,4.0,1
2023-03-05,Bangalore,3,6,summer,SocialDisruption,Severe,7.4,44.5,25.9,52.0,6.7,10,7560,11.81,4.0,1
2023-12-19,Mumbai,12,1,winter,SocialDisruption,Extreme,9.9,8.9,22.6,143.0,4.2,19,25232,13.22,4.0,1
2025-04-22,Chennai,4,1,summer,SocialDisruption,Moderate,8.6,64.7,36.8,124.0,5.3,15,22410,7.88,4.0,1
2024-06-19,Mumbai,6,2,monsoon,HeavyRain,Moderate,10.1,87.4,31.7,68.0,3.3,12,10488,87.36,64.0,1
2024-05-20,Chennai,5,0,summer,HeavyRain,Moderate,8.6,76.5,36.4,103.0,4.6,17,11730,76.54,64.0,1
2025-02-27,Chennai,2,3,winter,Flooding,Moderate,9.4,6.0,23.7,139.0,0.0,16,17072,6.0,6.0,1
2025-07-29,Delhi,7,1,monsoon,HeavyRain,Moderate,11.0,38.8,34.5,110.0,0.6,11,14377,38.8,64.0,1
2023-03-28,Bangalore,3,1,summer,Flooding,Extreme,2.0,14.8,28.4,56.0,5.2,8,10368,14.79,6.0,1
2024-12-13,Ahmedabad,12,4,winter,SevereAQI,Moderate,6.7,0.0,16.4,400.0,3.6,8,12672,400.0,400.0,1
2024-04-25,Delhi,4,3,summer,ExtremeHeat,Moderate,4.7,39.6,43.8,178.0,3.9,11,15268,43.78,48.0,1
2025-10-24,Mumbai,10,4,summer,SocialDisruption,Severe,9.3,12.4,33.3,72.0,3.8,14,15148,10.76,4.0,1
2025-04-16,Mumbai,4,2,summer,Flooding,Moderate,9.1,7.4,30.8,108.0,0.4,10,9360,7.37,6.0,1
2023-08-01,Hyderabad,8,1,monsoon,HeavyRain,Moderate,2.7,52.7,29.6,69.0,1.5,16,15056,52.71,64.0,1
2024-07-21,Delhi,7,6,monsoon,SocialDisruption,Severe,3.6,43.8,34.0,88.0,7.1,15,17025,11.75,4.0,1
2024-08-14,Delhi,8,2,monsoon,SocialDisruption,Moderate,6.0,154.8,30.3,88.0,5.8,12,19500,8.47,4.0,1
2023-12-31,Bangalore,12,6,winter,ExtremeHeat,Moderate,4.4,55.1,44.3,126.0,4.6,16,21536,44.31,48.0,1
2023-06-20,Delhi,6,1,monsoon,Flooding,Extreme,8.8,15.5,29.4,74.0,2.4,8,8136,15.52,6.0,1
2023-10-25,Chennai,10,2,summer,SocialDisruption,Extreme,6.8,73.7,37.5,100.0,1.6,9,9405,13.63,4.0,1
2024-10-29,Mumbai,10,1,summer,SocialDisruption,Extreme,6.7,21.1,33.7,65.0,4.5,11,13486,14.02,4.0,1
2024-09-13,Hyderabad,9,4,monsoon,HeavyRain,Severe,2.8,100.3,28.9,61.0,2.0,6,9540,100.26,64.0,1
2023-03-28,Delhi,3,1,summer,Flooding,Moderate,11.4,6.0,35.7,182.0,2.0,14,9394,6.0,6.0,1
2025-01-12,Bangalore,1,6,winter,HeavyRain,Moderate,10.5,78.1,27.6,74.0,5.9,10,9210,78.15,64.0,1
2024-06-07,Hyderabad,6,4,monsoon,SocialDisruption,Moderate,5.2,204.4,29.6,65.0,3.4,9,14130,8.34,4.0,1
2025-06-02,Pune,6,0,monsoon,Flooding,Moderate,3.6,9.0,24.1,61.0,6.4,16,24048,9.03,6.0,1
2023-06-11,Delhi,6,6,monsoon,SocialDisruption,Severe,9.1,74.3,31.2,107.0,3.0,14,10094,10.05,4.0,1
2025-12-04,Bangalore,12,3,winter,SocialDisruption,Extreme,7.3,34.7,24.7,78.0,4.8,12,19368,15.17,4.0,1
2024-06-29,Bangalore,6,5,monsoon,HeavyRain,Severe,5.9,125.4,24.9,49.0,6.2,17,19465,125.39,64.0,1
2023-06-17,Delhi,6,5,monsoon,HeavyRain,Severe,8.3,122.4,25.0,62.0,5.2,13,8047,122.42,64.0,1
2024-02-18,Kolkata,2,6,winter,SevereAQI,Moderate,8.6,19.6,18.0,423.0,3.8,12,11100,423.39,400.0,1
2023-04-02,Kolkata,4,6,summer,SocialDisruption,Extreme,7.3,17.4,26.2,58.0,6.5,6,6666,13.61,4.0,1
2024-08-10,Mumbai,8,5,monsoon,SevereAQI,Extreme,11.0,589.5,27.9,517.0,4.0,15,10005,517.47,400.0,1
2025-01-12,Bangalore,1,6,winter,HeavyRain,Severe,2.3,92.6,22.1,85.0,4.8,6,8010,92.63,64.0,1
2024-07-25,Bangalore,7,3,monsoon,SocialDisruption,Extreme,10.7,167.8,25.8,67.0,3.0,20,24520,16.73,4.0,1
2023-06-17,Pune,6,5,monsoon,HeavyRain,Severe,8.5,97.5,23.4,30.0,5.8,10,14000,97.49,64.0,1
2025-02-03,Hyderabad,2,0,winter,SevereAQI,Moderate,8.9,4.4,26.3,411.0,4.6,8,12320,411.04,400.0,1
2025-01-04,Chennai,1,5,winter,Flooding,Moderate,8.3,8.0,24.1,93.0,1.1,15,23235,8.01,6.0,1
2023-06-09,Mumbai,6,4,monsoon,SocialDisruption,Moderate,2.7,609.2,32.4,66.0,4.7,19,25897,4.72,4.0,1
2025-09-03,Kolkata,9,2,monsoon,Flooding,Moderate,8.9,7.0,30.7,118.0,6.0,10,17990,7.01,6.0,1
2024-12-19,Delhi,12,3,winter,SocialDisruption,Moderate,4.1,27.3,16.1,283.0,3.7,17,16660,7.99,4.0,1
2023-05-10,Kolkata,5,2,summer,SevereAQI,Severe,13.1,50.5,32.1,468.0,7.9,16,24064,468.17,400.0,1
2023-05-11,Mumbai,5,3,summer,HeavyRain,Moderate,5.9,38.8,35.7,41.0,1.4,10,12070,38.81,64.0,1
2025-08-10,Hyderabad,8,6,monsoon,Flooding,Moderate,4.0,6.0,28.0,77.0,4.8,12,11364,6.0,6.0,1
2024-04-15,Jaipur,4,0,summer,SevereAQI,Moderate,3.3,6.7,41.8,400.0,5.8,7,11046,400.0,400.0,1
2025-01-08,Kolkata,1,2,winter,ExtremeHeat,Severe,2.0,30.6,46.7,199.0,4.8,13,15574,46.65,48.0,1
2024-03-06,Pune,3,2,summer,ExtremeHeat,Moderate,4.6,17.3,44.4,97.0,5.4,14,11088,44.38,48.0,1
2025-12-19,Pune,12,4,winter,SevereAQI,Moderate,10.0,4.2,18.6,400.0,0.5,4,6836,400.0,400.0,1
2024-06-20,Mumbai,6,3,monsoon,HeavyRain,Moderate,6.6,67.2,30.4,50.0,2.8,14,20650,67.22,64.0,1
2025-07-09,Bangalore,7,2,monsoon,SocialDisruption,Severe,8.7,203.5,26.7,40.0,5.1,16,15344,11.63,4.0,1
2024-09-01,Ahmedabad,9,6,monsoon,SevereAQI,Moderate,6.8,108.2,31.5,448.0,1.5,15,15195,447.82,400.0,1
2025-04-21,Chennai,4,0,summer,SevereAQI,Severe,17.4,48.3,39.8,463.0,4.1,14,12390,463.28,400.0,1
2024-12-10,Delhi,12,1,winter,SevereAQI,Moderate,3.7,18.7,15.1,400.0,2.5,11,17259,400.0,400.0,1
2023-03-14,Chennai,3,1,summer,SocialDisruption,Moderate,4.9,42.9,34.4,88.0,6.8,6,8844,5.77,4.0,1
2023-05-23,Mumbai,5,1,summer,ExtremeHeat,Severe,9.7,10.0,47.7,72.0,1.8,10,12220,47.65,48.0,1
2025-08-30,Bangalore,8,5,monsoon,HeavyRain,Moderate,2.7,77.0,24.5,53.0,4.0,17,21386,77.05,64.0,1
2024-07-02,Bangalore,7,1,monsoon,SocialDisruption,Severe,2.5,111.4,23.5,61.0,6.2,7,4508,12.15,4.0,1
